id,slug,name,category,subcat,address,phone,tags,recommended,editorial,images
TCL-0231,chuanshao-baobei,串燒寶貝,小吃,晚餐／宵夜,宜蘭縣頭城鎮拔雅里復興路59-3號,0926-377-880,串燒｜雞腿捲｜香菇｜豆皮｜宵夜,雞腿捲｜香菇｜豆皮,復興路上的晚間串燒店，雞腿捲、香菇和豆皮都很推薦，醬汁有自己的特色。老闆大方又親切，適合傍晚到晚上買一份串燒，當晚餐或宵夜慢慢吃。,assets/images/chuanshao-baobei-1.webp｜assets/images/chuanshao-baobei-2.webp｜assets/images/chuanshao-baobei-3.webp
TCL-0232,huaba-pet-grooming,花爸寵物美容,生活服務,寵物美容,宜蘭縣頭城鎮拔雅里復興路59號1樓,0911-626-680,寵物美容｜毛孩清潔｜美容服務,,復興路上的寵物美容店，提供毛孩日常清潔與美容服務。店內空間明亮，從外觀到美容區都很容易辨識，對附近飼主來說是方便的寵物服務據點。,assets/images/huaba-pet-grooming-1.webp｜assets/images/huaba-pet-grooming-2.webp｜assets/images/huaba-pet-grooming-3.webp
TCL-0233,fuxing-riceball,福興大飯糰,餐廳,早餐,宜蘭縣頭城鎮開蘭路210之2號,0912-094-890,飯糰｜蛋餅｜早餐｜飽足系,飯糰,份量非常有存在感的頭城早餐店，飯糰一拿到手就知道不是走小鳥胃路線。口味選擇不少，搭配蛋、肉類與不同配料，一顆吃完真的很容易直接飽到中午。如果早上想吃一份夠有份量、可以撐很久的早餐，這間很適合。,assets/images/fuxing-riceball-1.webp｜assets/images/fuxing-riceball-2.webp｜assets/images/fuxing-riceball-3.webp
TCL-0234,defang-yushanfang,德芳御膳坊,小吃,特色小吃／熟食,宜蘭縣頭城鎮城東里青雲路三段275號,03-977-0113,三星蔥油餅｜仙草汁｜獅子頭｜熟食,三星蔥油餅｜天然仙草汁｜獅子頭,青雲路上的特色小吃店，三星蔥油餅很容易一不小心就再點第二份。店內也有認真熬煮的天然仙草汁，連無糖版本都很順口；另外還有手路菜獅子頭，可以直接買回家自己料理。從現煎小吃、飲品到帶回家的熟食都有，是一間品項不算複雜，但每樣都很有記憶點的小店。,assets/images/defang-yushanfang-1.webp｜assets/images/defang-yushanfang-2.webp｜assets/images/defang-yushanfang-3.webp
TCL-0235,stuchen-toucheng,學廚食坊,小吃,燴飯／學生美食,宜蘭縣頭城鎮拔雅里文雅路6號,0916-171-928,燴飯｜牛肉燴飯｜羊肉燴飯｜咖哩｜學生美食,牛肉燴飯｜羊肉燴飯｜咖哩燴飯,文雅路上的在地食坊，店內空間帶著很有辨識度的「學廚」風格，從黑板留言、學生美食元素到用餐空間，都有一種輕鬆、不拘束的感覺。餐點以各式燴飯為主，從牛肉、羊肉、豬肉、雞肉、海鮮，到咖哩、椒麻系列都有，想吃一份熱騰騰又有飽足感的飯類，選擇相當多。,assets/images/stuchen-1.webp｜assets/images/stuchen-2.webp｜assets/images/stuchen-3.webp
TCL-0236,neighbor-braised-pork-rice,鄰家魯肉飯,小吃,魯肉飯／家常小吃,宜蘭縣頭城鎮城北里沙成路40號,0911-217-179,魯肉飯｜炸蛋｜湯品｜LGBTQ+ 友善空間｜女性業主,魯肉飯｜炸蛋｜餛飩／乾麵,沙成路上的家常小吃店，主打魯肉飯，也能搭配炸蛋、湯品等一起吃。整體就是很適合日常來吃一頓的路線，份量實在、選擇直接。店內同時標示為 LGBTQ+ 友善空間，也是女性業主經營的商家。,assets/images/neighbor-braised-pork-rice-1.webp｜assets/images/neighbor-braised-pork-rice-2.webp｜assets/images/neighbor-braised-pork-rice-3.webp｜assets/images/neighbor-braised-pork-rice-4.webp｜assets/images/neighbor-braised-pork-rice-5.webp
TCL-0237,toucheng-braised-pork-intestine-vermicelli,頭城滷肉大腸麵線,小吃,大腸麵線／早餐,宜蘭縣頭城鎮城北里沙成路99號,03-977-4766,大腸麵線｜滷肉｜學生早餐｜在地老味道,滷肉大腸麵線,沙成路上的在地小吃，特色是少見的大腸麵線加滷肉組合，也是許多頭城學生熟悉的早餐選擇。早上六點就開始營業，想吃一碗熱呼呼、帶點古早味的麵線很方便。店家就在 AQUA 水瓶隔壁，位置很好認。,assets/images/toucheng-braised-pork-intestine-vermicelli-1.webp｜assets/images/toucheng-braised-pork-intestine-vermicelli-2.webp｜assets/images/toucheng-braised-pork-intestine-vermicelli-3.webp
TCL-0238,xiaoliangyuan-shaved-ice,小涼園冰果室,點心,冰品／剉冰,宜蘭縣頭城鎮城南里開蘭路88號,暫無資料,剉冰｜八寶冰｜細沙冰｜老店｜第二代｜季節營業,八寶冰｜細沙剉冰,開蘭路上的老字號冰果室，已經營超過30年，目前由第二代接手。每年大約從清明節前後開始營業，一路賣到11月左右進入季節性休息。這裡最有記憶點的是非常細緻的傳統剉冰，口感和一般粗冰很不一樣；熟客和行家常點八寶冰，一碗上桌就是滿滿配料。對很多頭城人來說，它不只是冰店，也是一種夏天開始的訊號。,assets/images/xiaoliangyuan-shaved-ice-1.webp｜assets/images/xiaoliangyuan-shaved-ice-2.webp｜assets/images/xiaoliangyuan-shaved-ice-3.webp
TCL-0239,ten-dollar-fried,10元炸炸店,小吃,炸物,宜蘭縣頭城鎮城西里纘祥路33號,03-978-9664,炸物｜雞排｜鹽酥雞｜學生小吃｜外帶,雞排｜鹽酥雞｜甜不辣｜薯條,纘祥路上的炸物攤，也是頭城家商學生放學後，從學校一路往頭城車站方向走時的最後炸物補給站。品項從雞排、鹽酥雞、甜不辣、薯條到各式串炸都有，是頭城鎮上炸物版圖的最後一塊拼圖。想在搭車前帶一包現炸小吃上路，這間的位置剛剛好。,assets/images/ten-dollar-fried-1.webp｜assets/images/ten-dollar-fried-2.webp｜assets/images/ten-dollar-fried-3.webp
TCL-0240,wuying-handmade-buns,武營手作包子,早餐,包子／饅頭,宜蘭縣頭城鎮武營里開蘭路210-1號,0987-669-420,包子｜饅頭｜梅乾菜包｜手作｜現做,梅乾菜包｜包子｜饅頭,武營里的手作包子店，每天凌晨四點就開始製作，早上六點開門販售。包子、饅頭品項不少，從肉包、菜包到各式甜口味都有。最推薦的是梅乾菜口味，香氣重又耐吃，常常一吃就是兩個。想吃剛出爐的，早點來最對味。,assets/images/wuying-handmade-buns-3.webp｜assets/images/wuying-handmade-buns-1.webp｜assets/images/wuying-handmade-buns-2.webp｜assets/images/wuying-handmade-buns-4.webp
TCL-0241,rihua-grocery,日華商行,點心,傳統糕點／商行,宜蘭縣頭城鎮城東里開蘭路182號,暫無資料,糕點｜傳統糕點｜節慶糕點｜菜市場｜伴手禮,傳統糕點｜節慶糕點,頭城菜市場裡的傳統糕點購買處，逢年過節想找應景糕點時，很容易就會想到這裡。每天一早六點開始營業，很有市場型店家的生活節奏。週日店門口附近還常會出現壽司攤等不同的小攤商，讓這一帶除了買糕點之外，也多了一點逛市場挖寶的樂趣。,assets/images/rihua-grocery-1.webp
TCL-0242,wanlixiang-drink,萬里香飲料店,飲料,茶飲,宜蘭縣頭城鎮城北里民鋒路6號,03-977-9422,飲料｜茶飲｜奶茶｜學生回憶｜放學小吃,茶飲｜奶茶,民鋒路上的在地飲料店，是不少頭城學子放學後熟悉的味道。店裡品項多，從茶飲、奶茶到各式調味飲品都有，價格也維持傳統飲料店的親民路線。對在地學生來說，這裡不只是買一杯飲料，更像是放學路上的固定補給站。,assets/images/wanlixiang-drink-1.webp｜assets/images/wanlixiang-drink-2.webp
TCL-0243,sanfeng-grocery,三豐餅店,生活服務,在地商行,宜蘭縣頭城鎮城西里開蘭路34號,03-977-2464,商行｜酒類｜古早味零食｜餅乾｜伴手零嘴,古早味零食｜餅乾,開蘭路上的在地型商行，主打酒類、古早味零食與各式餅乾。店面保留很傳統的街邊商行樣貌，想找一些以前常見、現在反而比較少看到的零食，也很適合來這裡挖寶。從早上七點一路營業到晚上，週五、週六甚至到23:00，是頭城鎮上營業時間相當長的一間老派商行。,assets/images/sanfeng-grocery-1.webp
TCL-0244,yongyue-grocery,永悅商行,生活服務,在地商行,宜蘭縣頭城鎮城西里開蘭路36號,03-977-2036,商行｜食品雜貨｜調味料｜料理食材｜酒類｜零食｜影視取景,料理食材｜調味料｜零食,開蘭路上的在地老商行，店內從零食、飲料、酒類，到日常烹飪會用到的各式食材、調味料都有，屬於很典型、也很實用的街坊型雜貨商行。這裡同時也是影視作品《欠妳的那場婚禮》的取景地點之一，對熟悉頭城街景的人來說，店面本身就很有辨識度。,assets/images/yongyue-grocery-1.webp｜assets/images/yongyue-grocery-2.webp｜assets/images/yongyue-grocery-3.webp｜assets/images/yongyue-grocery-4.webp
